id,pNumber,mNumber,alpha,beta
IPI00551411.5;IPI00473340.3;IPI00661059.2;IPI00761666.2;IPI00674321.3;IPI00828324.1;IPI00874778.1,3810.81,2.89,0.16,62.63
IPI00403352.6;IPI00742338.1;IPI00742306.1;IPI00757993.2;IPI00331717.11;IPI00919059.1;IPI00317200.5;,4254.26,14.31,1.66,11.82
IPI00136000.1;IPI00856144.1;IPI00856904.1;IPI00225322.1;IPI00856779.1;IPI00856263.1;IPI00886359.1,7391.11,16.59,1.08,30.63
IPI00471137.2,7752.14,10.24,0.88,23.05
IPI00676858.2;IPI00849484.1,5592.43,,,
IPI00323705.2;IPI00775830.1;IPI00775900.1,3014.04,5.48,0.46,17.52
IPI00330019.3;IPI00402860.1,6961.69,16.96,2.38,20.96
IPI00127231.1;IPI00653148.2,5991.98,13.1,1.82,24.46
IPI00762064.1;IPI00122018.4;IPI00877186.1,2181.85,9.71,1.25,24.77
IPI00896730.1;IPI00129253.2;IPI00652330.1,2689.49,7.15,0.47,25.02
IPI00313517.11;IPI00461014.1;IPI00874972.1;IPI00875721.1;IPI00622823.4;IPI00828778.1;IPI00473485.1;IPI00761264.2;IPI00652588.1,3216.68,8.08,0.6,27.14
IPI00857925.1;IPI00400435.1,6880.97,61.4,8.02,8.76
IPI00226787.2;IPI00831326.1,9263.36,8.6,0.78,34.7
IPI00404595.3;IPI00881635.1;IPI00881496.1,6515.48,17.7,3.13,18.02
IPI00420580.4;IPI00938478.1,2522.92,4.54,0.56,24.99
IPI00154065.1;IPI00894711.1;IPI00894896.1;IPI00882358.1;IPI00881615.1,4054.37,,,
IPI00222589.3,4340.37,10.18,0.56,31.13
IPI00830152.1;IPI00331736.3;IPI00831529.1;IPI00858194.1;IPI00475262.3;IPI00831351.1,4440.1,20.47,3.58,25.51
IPI00130757.1;IPI00775932.1,3789.1,13.71,1,33.99
IPI00330539.1;IPI00471268.1,6692.39,50.38,3.91,19.46
IPI00458418.2,6756.44,,,
IPI00136475.1,1957.88,39.02,4.77,11.21
IPI00896596.1;IPI00918894.1,4688.7,13.38,1.25,32.25
IPI00138866.3;IPI00652865.2,2143.88,5.14,0.52,28.25
IPI00421052.1;IPI00357096.3;IPI00377849.1,4523.86,16.11,1.67,13.99
IPI00109375.1;IPI00223489.1;IPI00356356.4,5750.82,7.06,0.45,77.73
IPI00165760.1;IPI00808625.1;IPI00880295.1;IPI00880638.1,1122.65,3.53,0.22,78.14
IPI00464280.2;IPI00336844.1;IPI00400174.1;IPI00648472.1;IPI00880567.1,9234.35,10.6,1.56,35.58
IPI00938508.1,3877.91,3.87,0.47,32.94
IPI00463147.1;IPI00169679.1,5128.81,4.26,0.63,43.58
IPI00154056.1;IPI00653175.1;IPI00918314.1,7733.94,8.68,0.76,31.69
IPI00229931.1,5351.83,8.03,1.78,19.65
IPI00135899.1;IPI00331453.4;IPI00458546.1,1398.13,12.13,1.51,19.65
IPI00128254.2;IPI00475177.4;IPI00750107.1,4317.47,1.27,0.08,146.24
IPI00124120.5;IPI00816925.1;IPI00876424.1;IPI00816906.1;IPI00625580.2;IPI00885508.1;IPI00885257.1,4895.7,,,
IPI00788406.1;IPI00169589.2;IPI00474916.3,7982.67,3.59,0.44,89.3
IPI00320459.2;IPI00223392.1,2818.29,,,
IPI00755697.2;IPI00816910.1,3840.88,8.5,0.59,18.01
IPI00659505.2;IPI00828584.1;IPI00462775.1,4275.52,,,
IPI00112611.2;IPI00221399.2;IPI00776021.1;IPI00776263.1;IPI00848997.1;IPI00848809.1;IPI00828782.1;IPI00876287.1;IPI00776148.1,3120.7,33.19,2.41,16.5
IPI00387505.1;IPI00720114.1;IPI00459332.1,4905.04,3.92,0.25,71.98
IPI00649005.1;IPI00395157.2;IPI00649753.2;IPI00462873.3;IPI00648008.1;IPI00649865.1;IPI00648227.1;IPI00654038.2;IPI00649502.2;IPI00648159.1;IPI00921639.1;IPI00650000.2,1742.19,8.05,0.56,15.23
IPI00123541.1;IPI00858173.1;IPI00856832.1,1622.03,12.76,1.38,28.49
IPI00110583.1,3117.83,31.49,2.41,12.24
IPI00223135.3;IPI00831717.2;IPI00831398.1,4518.63,7.75,1.29,33.43
IPI00845613.1;IPI00420227.3;IPI00467958.4;IPI00653483.2;,4159.8,8.59,1.09,56.01
IPI00119213.1;IPI00400114.2;IPI00230069.1;IPI00653754.1,5775.62,13.36,1.76,16.3
IPI00855165.1;IPI00117277.2,3801.31,12.85,1.3,10.27
IPI00669561.2;IPI00856964.1,4309.38,16.39,1.86,8.49
IPI00918646.1;IPI00227850.5;IPI00752633.1;IPI00850363.1,3242.95,15.69,1.1,8.19
IPI00119772.1;IPI00753872.1,3878.71,6.47,0.77,36.21
IPI00341333.3,4166.4,,,
IPI00169907.1;IPI00410863.1;IPI00356509.5;IPI00848688.1,1534.46,,,
IPI00330585.3;IPI00761792.1;IPI00830920.1;IPI00114911.1,2525.13,5.84,0.85,21.7
IPI00123482.1;IPI00464122.3;IPI00751412.1,2316.26,,,
IPI00320645.1,4327.3,4.42,0.73,47.09
IPI00280462.3;IPI00845571.1;IPI00845590.1;IPI00845534.1;IPI00856294.1,9640.64,14.26,1.07,42.71
IPI00120089.1;IPI00115447.1,2211.63,2.77,0.19,37.26
IPI00458879.2;IPI00620324.1;IPI00756788.1;IPI00856434.1;IPI00654002.1,7773.37,25.53,2.43,43.94
IPI00129163.1,6275.69,,,
IPI00377288.3;IPI00761865.2;IPI00407609.2;IPI00652004.1;IPI00856647.1;IPI00857996.1,2870.15,5.69,0.37,30.05
IPI00755262.1;IPI00226218.1;IPI00608101.2;IPI00896070.1;IPI00461838.2;IPI00466793.2;IPI00407327.1,4993.13,,,
IPI00938536.1;IPI00117732.3;IPI00117086.2;IPI00230400.1;IPI00849687.1,11729.38,26.82,5.39,53.9
IPI00272387.4;IPI00756265.1,772.36,,,
IPI00755605.2;IPI00403447.4,2933.46,7.83,0.58,31.41
IPI00130874.1;IPI00755347.1;IPI00885522.1;IPI00885354.1;IPI00885433.1,4086.03,13.27,1.52,15.02
IPI00230453.4;IPI00830356.1;IPI00808576.1;IPI00830470.1;IPI00379835.1,3673.22,5.8,0.63,15.73
IPI00753701.3,2134.88,8.88,0.78,13.53
IPI00785384.1,3131.99,,,
IPI00121183.1;IPI00830354.1,4464.79,11.19,1.02,23.9
IPI00408059.4;IPI00118131.6;IPI00457543.3;IPI00466617.1;IPI00408024.1,10559.7,18.97,1.46,28.01
IPI00225412.6;IPI00849671.1;IPI00277673.1;IPI00849811.1,3252.62,6.33,0.57,27.99
IPI00122217.1;IPI00653256.1,5871.82,34.89,3.59,16.44
IPI00411085.1;IPI00125604.4;IPI00227775.1;IPI00648600.1;IPI00651805.1,4512.51,6.78,0.77,26.78
IPI00620743.2;IPI00608098.4;IPI00223722.1,7166.39,,,
IPI00408414.2;IPI00319856.1;IPI00894962.1,3425.99,11.94,1.03,19.61
IPI00137424.2,4173.07,11.05,1.01,16.09
IPI00119137.1;IPI00112887.1;IPI00381353.1,2745.27,9.86,1.97,14.37
IPI00119004.1,8442.59,8.39,0.8,38.24
IPI00118892.6;IPI00857380.1;IPI00856578.1;IPI00856699.1;IPI00856976.1,8632.23,2.69,0.17,55.49
IPI00153640.4,1515.23,,,
IPI00830169.1;IPI00331044.10,1841.72,3.76,0.39,21.07
IPI00858150.1;IPI00172027.4,409.05,4.07,0.58,50.29
IPI00408894.3;IPI00117935.2,3742.17,6.99,0.79,29.62
IPI00109588.4,4127.64,99.75,3.84,9.93
IPI00620701.2;IPI00271905.2;IPI00474751.1,3717.53,3.71,0.55,31.6
IPI00311140.2;IPI00808505.1,5168.56,13.35,0.9,19.5
IPI00417158.1;IPI00881639.1;IPI00551153.1;IPI00124094.1,1731.89,7.16,0.62,11.31
IPI00115215.1;IPI00856962.1;IPI00857585.1;IPI00857860.1;IPI00857707.1;IPI00858017.1,7195.29,,,
IPI00788494.1;IPI00762091.3;IPI00649313.1,4092.48,13.74,0.8,17.63
IPI00420185.1;IPI00890139.1;IPI00420186.1;IPI00653328.2;IPI00420187.1,4219.73,10.28,1.03,16.5
IPI00551399.3;IPI00453863.3;IPI00874856.1;IPI00474693.1,1407.04,23.36,1.61,15.82
IPI00316067.5;IPI00474810.2,5880.15,2.87,0.38,87.17
IPI00165824.1;IPI00473911.1,2778.29,10.78,2.31,13.04
IPI00469333.1,1931.22,23.09,3.28,8.88
IPI00126796.3,5707.47,11.15,0.61,17.2
IPI00330381.4;IPI00654209.2,1216.53,10.14,0.97,54.94
IPI00271998.4,2389.4,4.09,0.95,35.42
IPI00551482.3;IPI00551082.3;IPI00153709.2;IPI00876360.1,1652.64,14.29,1.98,6.51
IPI00654165.3;IPI00278155.6,4235.99,,,
IPI00265122.1;IPI00462796.1,8046.93,6.14,0.61,75.22
IPI00269728.6;IPI00606913.1,2889.61,20.54,1.92,8.55
IPI00649269.1;IPI00648022.1;IPI00460706.3;IPI00321774.2,2399.69,9.02,1.33,38.99
IPI00357056.5,17964.6,4.22,0.85,127.59
IPI00387185.2;IPI00918821.1,11165.36,10.89,0.94,45.11
IPI00356813.1,3762.7,12.99,0.97,27.33
IPI00131337.1;IPI00881217.1;IPI00928246.1;IPI00882080.1;IPI00880951.1;IPI00880414.2;IPI00882334.1;IPI00882218.1,3257.18,11.28,1.19,16.51
IPI00274030.3;IPI00461605.1,2086.73,16.23,2.14,7.12
IPI00133338.1,1140.74,6.08,0.82,22.47
IPI00230486.3;IPI00831308.1;IPI00831197.1,2161.57,29.48,2.65,11.53
IPI00222310.6;IPI00788481.1,3717.88,10.51,2.31,26.64
IPI00331242.4;IPI00648102.1;IPI00648839.1;IPI00648940.1;IPI00649350.1;IPI00649179.1,8616.07,6.13,1.18,91.95
IPI00229801.5;IPI00877238.1;IPI00108389.5;IPI00828418.1;IPI00674562.1;IPI00404337.1;IPI00475245.5;IPI00858035.1;IPI00918084.1,3627.67,7.96,0.59,15.36
IPI00551348.1;IPI00648738.1;IPI00649606.1;IPI00650020.1;IPI00459473.2;IPI00553816.5,2608.96,6.98,0.79,38.79
IPI00331318.2;IPI00648852.2;IPI00652776.2;IPI00881289.3,12765.51,16.28,1.05,53.4
IPI00467384.2;IPI00554846.1,3703.22,8.81,0.57,64.44
IPI00230550.1;IPI00115598.1,1820.38,2.69,0.64,181.47
IPI00651798.1;IPI00169772.2;IPI00915057.1,6363.41,4.77,0.52,69.32
IPI00117842.2;IPI00857080.1;IPI00856776.1,4470.8,11.76,0.66,15.48
IPI00377618.6;IPI00844673.1,1977.26,7.51,0.62,23.34
IPI00123947.1,1915.09,24.43,1.74,10.74
IPI00664030.4;IPI00649141.3;IPI00874572.1,1814.89,3.17,0.23,17.26
IPI00918049.1;IPI00229798.3;IPI00754524.1;IPI00271388.1,4762.89,5.05,0.65,27.92
IPI00895985.1;IPI00122289.3;IPI00649526.2;IPI00894773.1;IPI00874971.1;IPI00649965.2;IPI00894616.1;IPI00654004.3,3652.72,15.24,1.85,17.08
IPI00341302.5,3768.32,4.39,0.32,27.47
IPI00668474.4;IPI00649643.4;IPI00788320.2;IPI00914688.1;IPI00853755.2,1867.11,,,
IPI00308560.6;IPI00676517.2,2424.67,1.59,0.26,91.2
IPI00403682.2;IPI00474073.1;IPI00882056.2;IPI00652319.2,3676.1,7.63,0.49,17.37
IPI00624837.2;IPI00853655.1;IPI00421211.2;IPI00475053.1;IPI00404622.1,609.38,,,
IPI00222228.5,1583.19,,,
IPI00119795.2;IPI00880345.1;IPI00918818.2;IPI00918109.1;IPI00918027.1;IPI00265211.3;IPI00652746.1;IPI00918507.1;IPI00338228.2,2065.51,11.79,1.13,7.14
IPI00461290.1;IPI00461212.1,4322.28,4.73,0.61,36.42
IPI00648459.1;IPI00955160.1;IPI00754151.2;IPI00955140.1;IPI00127131.6;IPI00648978.3;IPI00649063.1,2482.94,11.97,1.84,12.22
IPI00654120.1;IPI00856986.1;IPI00626838.2,9932.49,3.09,0.48,111.14
IPI00134718.1;IPI00757813.1;IPI00758363.1,448.81,10.73,1.28,17.52
IPI00377455.3;IPI00954644.1,4420.18,3.05,0.25,67.25
IPI00336345.2;IPI00626208.1;IPI00849973.1,999.76,44.66,2.78,9.33
IPI00127454.5,1764.92,24.19,2.48,25.07
IPI00676574.2;IPI00553400.5;IPI00885404.1;IPI00874529.1;IPI00223275.4;IPI00652034.1,1042.3,4.36,0.34,11.53
IPI00312076.4;IPI00881566.1;IPI00408582.2;IPI00881908.1;IPI00882313.1;IPI00649987.1,2439.7,4.63,0.3,25.38
IPI00117754.1;IPI00653769.1,3566.23,,,
IPI00273778.3,4336.54,17.75,1.9,20.23
IPI00132564.1,4942.29,10.52,1.07,24.95
IPI00675462.2;IPI00329878.4,3539.89,,,
IPI00377299.1,2607.79,,,
IPI00121619.2;IPI00849646.1,1971.25,,,
IPI00923679.1;IPI00379844.4,2008.11,14.18,3.25,11.39
IPI00133015.1;IPI00919263.1,4499.1,12.61,0.97,10.32
IPI00459642.1;IPI00135915.1,7930.91,10.57,0.66,
IPI00621076.2;IPI00857949.2;IPI00857890.1;IPI00225880.3;IPI00918940.1,2484.68,8.68,1.64,16.86
IPI00848861.1;IPI00120385.5;IPI00788375.1,1124.07,,,
IPI00344430.2,3503.9,20.29,1.82,8.65
IPI00117993.2;IPI00653692.1;IPI00352800.3;IPI00114883.4;IPI00117994.1;IPI00352802.8;IPI00117991.3;IPI00117996.3;IPI00918319.1,6306.99,10.8,0.89,39.74
IPI00672429.2;IPI00659599.1;IPI00316693.6,3468.22,2.3,0.24,66.53
IPI00122854.5,3990.2,,,
IPI00850133.1;IPI00929874.1;IPI00900458.1;IPI00652710.3;IPI00762463.1,1768.21,4.04,0.26,24.23
IPI00751129.1;IPI00226536.2;IPI00798498.1;IPI00405083.2;IPI00408036.2;IPI00753560.1;IPI00153257.2;IPI00749799.1,4505.62,4.31,0.44,34.66
IPI00830749.1,7904.97,,,
IPI00387551.3,2080.13,8.59,0.65,12.22
IPI00116134.1;IPI00125163.1,4875.71,,,
IPI00222382.5,1977.38,6.94,1.07,16.97
IPI00229856.1;IPI00407739.2,1997.14,11.41,1.05,30.9
IPI00623090.3,1967.88,6.3,0.52,24.69
IPI00112460.1;IPI00759869.1;IPI00759898.1;IPI00622992.1;IPI00928515.1,7068.03,24.27,3.35,36.08
IPI00112850.1;IPI00754501.1,2676.96,9.01,0.86,19.38
IPI00918509.1;IPI00830658.1;IPI00341034.4;IPI00929848.1;IPI00857948.1,2777.51,14.38,1.65,9.63
IPI00923102.1;IPI00222253.4,1248.18,7.47,0.64,18.71
IPI00119622.1,3882.12,,,
IPI00153429.3,3858.69,12.09,0.95,49.65
IPI00857442.1;IPI00857598.1;IPI00323239.3;IPI00853941.2;IPI00621220.2;IPI00230542.1;IPI00857209.1;IPI00762582.3;IPI00830765.1;IPI00276962.1;IPI00830649.1;IPI00463757.1;IPI00120267.6;IPI00775924.1;IPI00857333.1;IPI00830389.1;IPI00775986.1;IPI00115123.1;IPI00407209.1,3349.44,25.6,5.01,7.74
IPI00310333.1,2048.23,5.23,0.6,24.75
IPI00515360.8,4190.94,51.08,2.33,10.51
IPI00350032.3,3378.5,,,
IPI00467315.4,1586.85,1.9,0.22,95.92
IPI00271869.1;IPI00850241.1;IPI00380923.3;IPI00849694.1;IPI00850672.1;IPI00379636.6;IPI00658327.2;IPI00850479.1,32098.5,,,
IPI00115892.1;IPI00223264.3,3687.8,26.19,2.2,16.65
IPI00894705.1;IPI00312244.3;IPI00816883.1;IPI00894813.1;IPI00415517.1;IPI00857674.1;IPI00649816.3,3523.52,21.22,1.75,8.7
IPI00116843.1,2870.41,,,
IPI00314984.4;IPI00117232.1;IPI00649189.1;IPI00620887.1,3348.23,32.07,5.37,3.31
IPI00756294.2;IPI00854919.1;IPI00310196.4,7331.86,13.12,1.45,20.34
IPI00453851.4;IPI00828403.1;IPI00758132.1;IPI00227469.2,4773.14,17.88,2.85,15.85
IPI00133444.1;IPI00894706.1;IPI00895192.1,2006.22,3.75,0.32,28.22
IPI00669506.1;IPI00137113.5,2042.0,1.62,0.28,111.79
IPI00120226.1,2469.35,2.33,0.21,82.28
IPI00135975.1;IPI00889297.1,4746.45,14.62,1.32,8.07
IPI00123697.2,2746.81,8.62,0.9,22.78
IPI00831153.1;IPI00400330.3;IPI00831331.1;IPI00831414.1,2381.8,9.08,0.95,31.95
IPI00323238.5;IPI00756045.2;IPI00776110.1;IPI00776245.1,1888.09,16.09,2.42,5.51
IPI00409923.5;IPI00663802.1;IPI00875478.1,1398.54,7.5,0.66,6.26
IPI00459639.3;IPI00928123.1,3489.78,14.55,1.26,22.4
IPI00227851.1;IPI00816903.1;IPI00816940.1,2773.6,2.95,0.17,37.65
IPI00129531.4;IPI00894945.1;IPI00648530.1,738.28,19.53,2.7,11.39
IPI00659860.2;IPI00314075.2;IPI00661214.2,1540.72,9.72,0.59,8.81
IPI00761429.1,148.46,,,
IPI00623531.3;IPI00277410.1;IPI00655123.1,3206.24,,,
IPI00338452.3;IPI00830956.1,3006.24,89.11,4.47,6.89
IPI00894741.1;IPI00894859.1;IPI00894806.1,4429.13,,,
IPI00229072.2;IPI00122615.3;IPI00874512.1;IPI00919252.1;IPI00919160.1;IPI00918130.1;IPI00918183.1;IPI00918046.1;IPI00918282.1,7462.28,8.61,0.76,32.86
IPI00129298.1;IPI00323809.3;IPI00955361.1,3433.58,14.32,1.15,11.03
IPI00228292.2;IPI00775895.1;IPI00776028.1;IPI00885357.1;IPI00473947.1,7815.7,2.73,0.18,107.23
IPI00225711.3;IPI00223293.1;IPI00894818.1;IPI00894899.1,2652.77,8.98,1.25,10.03
IPI00221567.3;IPI00667750.4,1714.12,13.9,1.35,5.29
IPI00848775.1;IPI00462605.5,5739.85,,,
IPI00469092.3,1583.1,12.33,2.53,17.3
IPI00187270.8,3062.47,7.51,1.39,23.39
IPI00330870.2;IPI00830433.1;IPI00312509.1;IPI00885542.1,3829.88,129.78,8.5,3.51
IPI00380329.6;IPI00330136.3;IPI00758078.2,3076.98,2.76,0.28,64.23
IPI00127495.3,9698.54,,,
IPI00404845.3;IPI00918078.1,3627.73,4.6,1.14,26.13
IPI00310862.6;IPI00648657.1;IPI00649420.2,3098.11,5.01,0.67,50.97
IPI00380243.1,1044.84,14.18,2.83,19.8
IPI00465864.1;IPI00227799.5,3089.6,12.39,0.93,8.37
IPI00270788.1,7744.88,14.05,0.74,16.25
IPI00124425.3;IPI00830579.1,1705.12,10.28,2.14,16.55
IPI00230633.1;IPI00125590.1,941.99,23.47,5.39,13.97
IPI00110298.1;IPI00753462.2,3709.35,8.22,0.97,21.53
IPI00172328.3;IPI00750189.3;IPI00606412.3;IPI00652480.1;IPI00853741.1,5831.58,,,
IPI00875583.1;IPI00341354.4,2693.94,5.66,0.93,23.67
IPI00311611.3;IPI00914080.1,668.13,3.94,0.46,32.2
IPI00420906.4;IPI00649666.1;IPI00881872.1;IPI00621499.2,3139.29,3.28,0.24,21.84
IPI00943405.2;IPI00309073.3,2209.78,,,
IPI00420477.3;IPI00896050.1;IPI00466979.2,2732.56,9.61,1.07,18.26
IPI00649138.1;IPI00229432.8;IPI00762029.1;IPI00673476.2;IPI00828260.2;IPI00650023.1,1412.28,15.35,1.22,8.08
IPI00649691.3;IPI00882302.1;IPI00648156.1,2804.6,9.57,1.01,12.35
IPI00127987.1;IPI00460942.2,3888.82,,,
IPI00831497.2;IPI00404858.2;IPI00314785.4;IPI00399624.2;IPI00831673.1;IPI00831090.1;IPI00399625.1;IPI00399626.1;IPI00830970.1;IPI00884554.1;IPI00830429.1;IPI00831586.1;IPI00831274.1;IPI00403713.3,1143.89,21.6,3.37,3.7
IPI00224124.5;IPI00856764.1,1730.07,15.4,1.67,6.06
IPI00845795.1;IPI00515576.5,1810.24,3.15,0.34,26.97
IPI00115664.1;IPI00880529.1;IPI00757028.1,3486.19,6.99,0.69,60.27
IPI00118018.5;IPI00845814.1;IPI00845841.1;IPI00885667.1;IPI00845793.1;IPI00885577.1;IPI00845738.1,2868.23,31.68,2.48,4.68
IPI00130114.5,3088.19,3.53,0.73,31.29
IPI00929759.1;IPI00229791.7,2093.0,,,
IPI00867808.2;IPI00223944.5;IPI00867777.1,1156.48,,,
IPI00314963.2,4767.63,12.71,1.99,25.72
IPI00454138.4;IPI00844759.1,1306.51,10.37,0.96,14.19
IPI00221580.1,2951.31,,,
IPI00126124.2;IPI00459611.2;IPI00776195.1;IPI00653485.1,3786.09,13.44,1.95,14.64
IPI00420559.5;IPI00845786.1;IPI00653238.3;IPI00134522.2,755.5,37.31,4.09,5.07
IPI00845528.1,909.94,,,
IPI00458702.2;IPI00648890.1;IPI00857163.1;IPI00894904.1,2225.72,24.01,4.12,15.71
IPI00123868.2;IPI00109676.6;IPI00227351.1,1804.6,8.57,0.76,21.12
IPI00131028.2;IPI00875081.1;IPI00776404.2;IPI00282747.6;IPI00775857.2;IPI00776311.2;IPI00271271.5,2922.96,5.39,0.49,18.8
IPI00153875.4;IPI00474669.3;IPI00886113.1;IPI00460933.1;IPI00890328.1,3814.73,4.86,0.5,42.5
IPI00323045.3;IPI00652738.2;IPI00648570.1;IPI00649383.1,2913.1,9.23,0.84,34.85
IPI00347357.3;IPI00648091.1;IPI00112371.4;IPI00648485.1,3607.87,8.37,0.76,16.75
IPI00153342.4;IPI00128331.1;IPI00403496.1,3043.62,15.74,1.49,13.32
IPI00421081.3;IPI00880949.1,849.03,10.01,1.83,15.5
IPI00123590.1;IPI00856527.1,2516.3,16.77,4.72,14.13
IPI00858099.1;IPI00407590.6;IPI00923681.1;IPI00457590.1,1873.96,8.67,1.03,19.47
IPI00874318.1;IPI00229777.9,705.56,17.32,1.81,30.32
IPI00330763.3;IPI00894974.1,2855.71,3.74,1.03,25.64
IPI00831482.1;IPI00831582.1;IPI00330508.5,2848.57,2.58,0.46,28.71
IPI00458068.6;IPI00929847.1;IPI00648460.3;IPI00649188.3;IPI00648879.1,1007.54,5.06,0.54,20.69
IPI00420509.2;IPI00882164.1;IPI00652582.1;IPI00467225.4;IPI00626079.4,5353.88,,,
IPI00110508.1,2833.29,,,
IPI00417155.1;IPI00855179.1;IPI00417154.3;IPI00626707.3;IPI00417153.3;IPI00648711.1,1105.66,,,
IPI00753321.2,501.27,8.52,0.69,3.83
IPI00139383.2,1456.71,9.43,1.38,6.77
IPI00923014.1;IPI00137524.1,5676.95,4.91,0.45,52.51
IPI00378026.4,1183.81,34.31,2.78,8.69
IPI00410791.1;IPI00410792.1;IPI00605303.1;IPI00876185.1,2788.14,10.38,1.19,24.14
IPI00620780.1;IPI00338999.3;IPI00890304.1;IPI00895555.1,5744.88,,,
IPI00751421.1;IPI00420622.3;IPI00755543.2;IPI00928180.1;IPI00928363.1;IPI00753148.2;IPI00874555.1;IPI00928038.1;IPI00753690.2;IPI00928139.1,3266.36,7.41,0.77,16.99
IPI00918866.1;IPI00263333.1;IPI00919094.1;IPI00919159.1;IPI00919249.1;IPI00918036.1;IPI00918126.1;IPI00669483.5;IPI00651847.2;IPI00918123.1,546.25,59.65,13.43,3.03
IPI00420516.3;IPI00622392.2,3410.29,7.56,0.74,15.9
IPI00816988.1;IPI00116209.2,2845.57,,,
IPI00647978.2;IPI00649325.2;IPI00788425.1;IPI00788354.2;IPI00855157.1;IPI00458122.5;IPI00648715.1;IPI00649477.2;IPI00649728.2;IPI00648979.1;IPI00648117.2;IPI00648225.1;IPI00649838.1,1542.83,11.19,1.18,6.89
IPI00918066.1;IPI00454186.5;IPI00918145.1;IPI00170374.7;IPI00651777.1;IPI00923024.1;IPI00918481.1;IPI00625330.1,2642.45,9.03,1.1,19.72
IPI00889948.1;IPI00122272.1;IPI00885334.1;IPI00227905.1;IPI00469845.1;IPI00886169.1;IPI00885777.1;IPI00886239.1;IPI00885230.1;IPI00885701.1,4138.73,65.06,3.72,15.92
IPI00625328.2,6941.11,,,
IPI00223861.3;IPI00279917.2,5748.97,,,
IPI00877339.2,1418.38,18.34,2.45,16.79
IPI00460651.1,897.69,8.15,1.02,21.48
IPI00380290.2;IPI00857307.1,2024.21,5.48,1.27,12.31
IPI00929806.1,2125.34,4.79,0.84,27.06
IPI00126660.1;IPI00894670.1,2058.76,,,
IPI00331442.1;IPI00475322.1,1984.17,,,
IPI00126725.2;IPI00850532.1;,17031.37,15.76,1.76,9.17
IPI00387253.3,6953.96,4.83,0.99,56.77
IPI00222459.5;IPI00885264.1;IPI00115449.1;IPI00885827.1;IPI00876526.2;IPI00177078.3,1988.33,5.71,0.4,18.59
IPI00336248.2;IPI00875269.1,1283.94,7.27,1.15,27.05
IPI00604958.5;IPI00125089.1,6317.52,1.5,0.2,193.85
IPI00134018.2;IPI00895289.1;IPI00895056.1,7718.21,13.22,2.17,20.44
IPI00662568.3,1679.3,6.45,0.83,39.26
IPI00125460.1;IPI00856424.1;,8769.29,79.03,6.16,3.21
IPI00853742.2,2645.59,5.27,0.89,
IPI00874756.1;IPI00675197.3;IPI00226750.2;IPI00761281.3;IPI00928545.1;IPI00928118.1,2479.32,3.21,0.27,26.81
IPI00474873.3;IPI00460032.3;IPI00875427.2;IPI00889303.1;IPI00875065.1;IPI00875287.2,2766.31,5.92,0.57,17.51
IPI00280250.5;IPI00828947.1;IPI00828487.1;IPI00652090.1;IPI00648051.2,1265.49,20.61,1.6,9.68
IPI00551498.2;IPI00461244.3;IPI00648605.2;IPI00556817.6;IPI00648902.1,3356.53,4.16,0.4,28.88
IPI00461472.4;IPI00798463.1;IPI00798507.1;IPI00223230.1;IPI00776318.1,2590.59,2.01,0.48,44.55
IPI00459898.3,1950.88,,,
IPI00121120.3,3321.51,57.1,2.53,12.77
IPI00553257.3;IPI00831430.1;IPI00831522.1;IPI00830527.1,1975.59,19.15,2.26,4.15
IPI00224200.1;IPI00674617.1,3807.43,3.09,0.28,58.56
IPI00115875.8;IPI00918580.1;IPI00918785.1;IPI00918884.1,1691.54,6.65,0.41,17.11
IPI00123791.1,2565.92,6.34,2.14,13.77
IPI00649115.1;IPI00404545.2;IPI00471192.1;IPI00403303.1,3701.49,3.62,0.27,32.28
IPI00649720.3;IPI00857476.1;IPI00187437.6,3081.25,7.81,1.16,13.27
IPI00330333.3;IPI00756569.1,2102.85,25.74,1.82,6.58
IPI00124051.1,1437.55,5.58,1.26,23.87
IPI00118296.5,1714.81,8.01,1.41,6.96
IPI00331443.3,1217.64,29.67,3.05,2.02
IPI00133189.1;IPI00123301.1;IPI00458286.1;IPI00111792.1,914.22,12.36,1.12,8.54
IPI00134344.6,2542.17,,,
IPI00132290.1;IPI00776096.1;IPI00378395.4;IPI00754024.1;IPI00754445.1;IPI00131107.1;IPI00229105.3,28484.58,3.03,0.4,42.52
IPI00131315.1;IPI00648240.1;IPI00649571.1,1580.67,16.02,1.58,9.26
IPI00132959.1,1819.52,,,
IPI00121432.1;IPI00650061.1,1220.13,9.02,1.22,10.67
IPI00387479.4;IPI00918771.1;IPI00457565.5;IPI00918695.1,2233.18,16.99,2.08,7.61
IPI00323609.3;IPI00831145.1;IPI00828763.2;IPI00831240.1;IPI00830337.1,4044.35,7.8,1,25.19
IPI00880610.1;IPI00187272.3;IPI00880502.1;IPI00882290.1;IPI00882173.1;IPI00880354.1,813.49,,,
IPI00348488.5;IPI00855125.2,2236.06,4.78,0.62,16.01
IPI00322322.3,312.01,17.34,3.45,17.59
IPI00262991.1,2801.03,6.63,0.78,31.83
IPI00896589.1;IPI00343346.7;IPI00923008.1,1696.59,6.36,1.08,20.55
IPI00667027.3;IPI00420868.5;IPI00858245.1,844.99,17.65,1.85,6.43
IPI00120155.1,2486.57,,,
IPI00320484.4;IPI00230068.1,1922.33,8.79,0.51,11.97
